KDJ,KabKot,Region,Province,Regency_Ci,District_name,sat_2019,sat_2020,gdp_2019,gdp_2020
5205,Kabupaten Dompu,Nusa Tenggara,West Nusa Tenggara,Regency,Dompu,937.8497411,1126.705301,5059,4897
9410,Kabupaten Paniai,Papua,Papua,Regency,Paniai,250.5324965,240.5415587,3021,3035
1905,Kabupaten Bangka Selatan,Sumatera,Bangka Belitung Islands,Regency,Bangka Selatan,571.3402028,585.085149,6178,6054
1302,Kabupaten Pesisir Selatan,Sumatera,West Sumatera,Regency,Pesisir Selatan,872.9008816,1058.781295,9577,9471
6213,Kabupaten Murung Raya,Kalimantan,Central Kalimantan,Regency,Murung Raya,1177.186679,974.9457078,5868,5722
1377,Kota Pariaman,Sumatera,West Sumatera,City,"Pariaman, Kota",755.5233153,905.6133854,3592,3545
1219,Kabupaten Batu Bara,Sumatera,North Sumatera,Regency,Batu Bara,3119.663955,3325.307942,23999,23924
7302,Kabupaten Bulukumba,Sulawesi,South Sulawesi,Regency,Bulukumba,2600.347303,2371.783905,8567,8604
9171,Kota Sorong,Papua,Papua Barat,Capital City,"Sorong, Kota",1502.309828,1562.145754,10473,10135
1374,Kota Padang Panjang,Sumatera,West Sumatera,City,Padang Panjang,451.8599603,396.4800085,2581,2543
6212,Kabupaten Barito Timur,Kalimantan,Central Kalimantan,Regency,Barito Timur,740.8505363,517.7330731,5328,5183
7174,Kota Kotamobagu,Sulawesi,North Sulawesi,City,Kotamobagu,686.7113127,691.2208787,2392,2397
1903,Kabupaten Bangka Barat,Sumatera,Bangka Belitung Islands,Regency,Bangka Barat,613.5535059,697.7599272,10897,10306
1207,Kabupaten Labuhan Batu,Sumatera,North Sumatera,Regency,Labuhan Batu,1819.782468,1911.590285,23233,23253
9403,Kabupaten Jayapura,Papua,Papua,Regency,Jayapura,996.2728937,1316.952959,9988,9518
1306,Kabupaten Padang Pariaman,Sumatera,West Sumatera,Regency,Padang Pariaman,1046.893455,1329.901726,13335,11939
5303,Kabupaten Kupang,Nusa Tenggara,East Nusa Tenggara,Regency,Kupang,1311.444026,1697.006186,4831,4792
1508,Kabupaten Tebo,Sumatera,Jambi,Regency,Tebo,846.9616715,818.2658321,10161,10157
1208,Kabupaten Asahan,Sumatera,North Sumatera,Regency,Asahan,3827.02166,3470.181149,26245,26300
5272,Kota Bima,Nusa Tenggara,West Nusa Tenggara,City,Bima,1007.97096,1100.783283,3029,2879
3218,Kabupaten Pangandaran,Java -Bali,West Java,Regency,Pangandaran,1282.004573,1090.375752,7743,7739
7173,Kota Tomohon,Sulawesi,North Sulawesi,City,Tomohon,764.9986704,855.7931049,3163,3150
6203,Kabupaten Kapuas,Kalimantan,Central Kalimantan,Regency,Kapuas,1699.715578,1383.664797,10912,10798
6172,Kota Singkawang,Kalimantan,West Kalimantan,City,Singkawang,1515.174356,1814.175136,6833,6666
1509,Kabupaten Bungo,Sumatera,Jambi,Regency,Bungo,1356.293685,1328.290074,12558,12508
5106,Kabupaten Bangli,Java -Bali,Bali,Regency,Bangli,985.4690507,1048.384284,4588,4400
1812,Kabupaten Tulang Bawang Barat,Sumatera,Lampung,Regency,Tulang Bawang,1824.713386,1991.974603,7851,7747
9401,Kabupaten Merauke,Papua,Papua,Regency,Merauke,1388.323914,1653.967138,10309,10230
8271,Kota Ternate,Maluku,North Maluku,Capital City,"Ternate, Kota",1238.787508,1200.515678,7286,7224
7404,Kabupaten Kolaka,Sulawesi,Southeast Sulawesi,Regency,Kolaka,1301.791571,1561.029466,18873,18232
7210,Kabupaten Sigi,Sulawesi,Central Sulawesi,Regency,Sigi,1839.848873,1872.028617,6207,6085
7372,Kota Parepare,Sulawesi,South Sulawesi,City,"Parepare,",1023.708705,952.0445562,4948,4944
1305,Kabupaten Tanah Datar,Sumatera,West Sumatera,Regency,Tanah Datar,607.4947775,706.6486995,9684,9576
1807,Kabupaten Way Kanan,Sumatera,Lampung,Regency,Way Kanan,2939.198143,2272.392452,9574,9463
3371,Kota Magelang,Java -Bali,Central Java,City,Magelang,604.2236739,632.3039303,6473,6314
7472,Kota Baubau,Sulawesi,Southeast Sulawesi,City,"Bau-Bau, Kota",1154.052493,1338.269083,6626,6572
6104,Kabupaten Mempawah,Kalimantan,West Kalimantan,Regency,Mempawah,1885.434197,1641.823743,5242,5252
1906,Kabupaten Belitung Timur,Sumatera,Bangka Belitung Islands,Regency,Belitung Timur,715.2413989,758.8463389,5501,5465
5206,Kabupaten Bima,Nusa Tenggara,West Nusa Tenggara,Regency,Bima,1289.993199,1541.378989,8234,7947
1276,Kota Binjai,Sumatera,North Sumatera,City,Binjai,2743.668961,2421.801984,8134,7984
1307,Kabupaten Agam,Sumatera,West Sumatera,Regency,Agam,1165.999218,1245.069363,14609,14407
8205,Kabupaten Halmahera Utara,Maluku,North Maluku,Regency,Halmahera Utara,1044.99885,1025.436877,3767,3761
6571,Kota Tarakan,Kalimantan,North Kalimantan,Capital City,Tarakan,1673.554911,2152.714299,22223,22050
1504,Kabupaten Batang Hari,Sumatera,Jambi,Regency,Batang Hari,1777.29647,1815.054066,11697,11666
1802,Kabupaten Tanggamus,Sumatera,Lampung,Regency,Tanggamus,2170.577347,2181.613072,10872,10679
7305,Kabupaten Takalar,Sulawesi,South Sulawesi,Regency,Takalar,1532.698041,1505.886526,6616,6576
7311,Kabupaten Bone,Sulawesi,South Sulawesi,Regency,Bone,1740.069271,1642.282662,22108,22054
6108,Kabupaten Kapuas Hulu,Kalimantan,West Kalimantan,Regency,Kapuas Hulu,295.4663936,123.8699438,6393,6238
1376,Kota Payakumbuh,Sumatera,West Sumatera,City,Payakumbuh,602.6142483,698.4550828,4488,4414
1213,Kabupaten Langkat,Sumatera,North Sumatera,Regency,Langkat,6159.386644,4375.663326,29598,29343
1402,Kabupaten Indragiri Hulu,Sumatera,Riau,Regency,Indragiri Hulu,1685.031182,1956.63333,29866,29831
6409,Kabupaten Penajam Paser Utara,Kalimantan,East Kalimantan,Regency,Penajam Paser Utara,1739.641006,1795.240926,6763,6604
1273,Kota Pematang Siantar,Sumatera,North Sumatera,City,Pematang Siantar,1556.754478,1371.732864,9612,9430
1810,Kabupaten Pringsewu,Sumatera,Lampung,Regency,Pringsewu,2480.84415,2508.02065,7742,7649
1372,Kota Solok,Sumatera,West Sumatera,City,Solok,860.4582226,819.8505685,2876,2836
1218,Kabupaten Serdang Bedagai,Sumatera,North Sumatera,Regency,Serdang Bedagai,5149.123335,5157.845088,19393,19308
6202,Kabupaten Kotawaringin Timur,Kalimantan,Central Kalimantan,Regency,Kotawaringin Timur,2368.05949,2889.95449,18464,17892
3572,Kota Blitar,Java -Bali,East Java,City,Blitar,988.1453189,1001.67342,4833,4723
3503,Kabupaten Trenggalek,Java -Bali,East Java,Regency,Trenggalek,2047.780655,2019.0419670000001,12779,12502
1375,Kota Bukittinggi,Sumatera,West Sumatera,City,Bukittinggi,834.7772829,716.7336568,6152,6045
1108,Kabupaten Aceh Besar,Sumatera,Aceh,Regency,Aceh Besar,5896.815918,6346.78108,9978,10009
1410,Kabupaten Kepulauan Meranti,Sumatera,Riau,Regency,Kepulauan Meranti,1412.969756,1128.384344,12629,12684
1674,Kota Lubuklinggau,Sumatera,South Sumatera,City,Lubuklinggau,1145.169851,1151.598129,4340,4334
1673,Kota Pagar Alam,Sumatera,South Sumatera,City,Pagar Alam,512.3052255,484.8340821,2234,2234
5105,Kabupaten Klungkung,Java -Bali,Bali,Regency,Klungkung,1508.059162,1417.245148,5991,5611
1403,Kabupaten Indragiri Hilir,Sumatera,Riau,Regency,Indragiri Hilir,2259.156905,2372.734346,44776,44928
3279,Kota Banjar,Java -Bali,West Java,City,Banjar,865.8079588,803.7322844,3221,3255
1211,Kabupaten Karo,Sumatera,North Sumatera,Regency,Karo,1109.447063,1038.184376,14376,14261
6304,Kabupaten Barito Kuala,Kalimantan,South Kalimantan,Regency,Barito Kuala,1589.983152,1452.001426,5823,5762
3401,Kabupaten Kulon Progo,Java -Bali,Yogyakarta,Regency,Kulon Progo,2939.972271,2944.044848,8771,8415
1904,Kabupaten Bangka Tengah,Sumatera,Bangka Belitung Islands,Regency,Bangka Tengah,1202.517094,1281.563752,5884,5715
7502,Kabupaten Gorontalo,Sulawesi,Gorontalo,Regency,Gorontalo,2763.064016,2655.905332,8869,8868
9471,Kota Jayapura,Papua,Papua,Capital City,"Jayapura, Kota",2833.94674,3113.251327,22896,22514
3501,Kabupaten Pacitan,Java -Bali,East Java,Regency,Pacitan,1660.360616,1621.267953,11041,10838
6271,Kota Palangka Raya,Kalimantan,Central Kalimantan,Capital City,Palangkaraya,2957.049044,2730.653703,10885,10594
6106,Kabupaten Ketapang,Kalimantan,West Kalimantan,Regency,Ketapang,2177.367603,1748.489471,18022,17933
6305,Kabupaten Tapin,Kalimantan,South Kalimantan,Regency,Tapin,2156.380492,1977.651287,6456,6359
1609,Kabupaten Ogan Komering Ulu Timur,Sumatera,South Sumatera,Regency,Ogan Komering Ulu Timur,3361.22079,2980.76815,10013,10054
7172,Kota Bitung,Sulawesi,North Sulawesi,City,Bitung,1660.283926,1684.711056,11172,11325
7304,Kabupaten Jeneponto,Sulawesi,South Sulawesi,Regency,Jeneponto,2820.770304,2725.691769,6686,6696
7106,Kabupaten Minahasa Utara,Sulawesi,North Sulawesi,Regency,Minahasa Utara,2725.935511,3011.509497,9364,9277
3577,Kota Madiun,Java -Bali,East Java,City,Madiun,1694.512436,1704.259746,10623,10262
1902,Kabupaten Belitung,Sumatera,Bangka Belitung Islands,Regency,Belitung,1821.279767,1946.417149,6502,6352
5101,Kabupaten Jembrana,Java -Bali,Bali,Regency,Jembrana,1728.843878,1792.908223,9420,8953
3576,Kota Mojokerto,Java -Bali,East Java,City,Mojokerto,1303.976184,1292.476504,4986,4801
5107,Kabupaten Karang Asem,Java -Bali,Central Java,Regency,Karanganyar,1970.153242,1975.817303,11131,10636
7309,Kabupaten Pangkajene Dan Kepulauan,Sulawesi,South Sulawesi,Regency,Pangkajene Kepulauan,1581.050961,1565.602748,17205,16915
9412,Kabupaten Mimika,Papua,Papua,Regency,Mimika,2207.410778,2828.81416,45652,50923
7102,Kabupaten Minahasa,Sulawesi,North Sulawesi,Regency,Minahasa,2192.262445,2289.89,11803,11681
7571,Kota Gorontalo,Sulawesi,Gorontalo,Capital City,"Gorontalo, Kota",2267.842774,2097.291745,6173,6172
6201,Kabupaten Kotawaringin Barat,Kalimantan,Central Kalimantan,Regency,Kotawaringin Barat,2396.086783,2264.234521,12878,13004
5204,Kabupaten Sumbawa,Nusa Tenggara,West Nusa Tenggara,Regency,Sumbawa,2937.822245,3414.671571,10471,10038
3307,Kabupaten Wonosobo,Java -Bali,Central Java,Regency,Wonosobo,1820.397276,2108.989413,13799,13570
3272,Kota Sukabumi,Java -Bali,West Java,City,Sukabumi,1190.002797,1004.084406,8661,8533
1901,Kabupaten Bangka,Sumatera,Bangka Belitung Islands,Regency,Bangka,2097.480034,2299.578842,10060,9987
1809,Kabupaten Pesawaran,Sumatera,Lampung,Regency,Pesawaran,3761.295312,3552.897128,11402,11259
1872,Kota Metro,Sumatera,Lampung,City,Metro,1737.38281,1630.290824,4313,4235
3373,Kota Salatiga,Java -Bali,Central Java,City,Salatiga,1518.713032,1434.039615,9666,9503
1404,Kabupaten Pelalawan,Sumatera,Riau,Regency,Pelalawan,5683.783919,5269.519644,34336,35107
6504,Kabupaten Nunukan,Kalimantan,North Kalimantan,Regency,Nunukan,1757.411331,1568.800325,15857,15704
1806,Kabupaten Lampung Utara,Sumatera,Lampung,Regency,Lampung Utara,3492.613395,3362.086231,16508,16269
1610,Kabupaten Ogan Ilir,Sumatera,South Sumatera,Regency,Ogan Ilir,4033.839757,3020.322089,7483,7493
3304,Kabupaten Banjarnegara,Java -Bali,Central Java,Regency,Banjarnegara,1921.129624,2346.874532,15247,15046
8171,Kota Ambon,Maluku,Maluku,Capital City,"Ambon, Kota",1882.203381,2011.046382,10395,10192
3303,Kabupaten Purbalingga,Java -Bali,Central Java,Regency,Purbalingga,1864.284574,2288.613843,17388,17175
3375,Kota Pekalongan,Java -Bali,Central Java,City,Pekalongan,1683.621433,1521.105018,7477,7338
3323,Kabupaten Temanggung,Java -Bali,Central Java,Regency,Temanggung,2050.735795,2075.07466,15214,14891
1771,Kota Bengkulu,Sumatera,Bengkulu,Capital City,Bengkulu,2357.594721,1549.878329,15339,15301
1171,Kota Banda Aceh,Sumatera,Aceh,Capital City,Banda Aceh,4657.843189,4601.198778,15165,14666
1602,Kabupaten Ogan Komering Ilir,Sumatera,South Sumatera,Regency,Ogan Komering Ilir,4462.068249,4776.986997,20181,20228
1174,Kota Lhokseumawe,Sumatera,Aceh,City,Lhokseumawe,5653.893223,4301.299577,7113,7010
3312,Kabupaten Wonogiri,Java -Bali,Central Java,Regency,Wonogiri,5282.758827,5131.950678,20856,20562
3575,Kota Pasuruan,Java -Bali,East Java,City,Pasuruan,1504.088738,1499.208617,5965,5707
6311,Kabupaten Balangan,Kalimantan,South Kalimantan,Regency,Balangan,2529.881239,2643.912714,9411,9178
3306,Kabupaten Purworejo,Java -Bali,Central Java,Regency,Purworejo,1987.153791,2053.135315,13354,13132
5371,Kota Kupang,Nusa Tenggara,East Nusa Tenggara,Capital City,Kupang,3844.000655,4694.167061,16694,16351
3571,Kota Kediri,Java -Bali,East Java,City,Kediri,2065.888218,1889.587773,90002,84375
5102,Kabupaten Tabanan,Java -Bali,Bali,Regency,Tabanan,2796.462218,2772.941557,15785,14816
3403,Kabupaten Gunung Kidul,Java -Bali,Yogyakarta,Regency,Gunung Kidul,4494.987713,3450.885423,13605,13513
1808,Kabupaten Tulangbawang,Sumatera,Lampung,Regency,Tulang Bawang Barat,2952.667575,3252.174385,15827,15612
1804,Kabupaten Lampung Timur,Sumatera,Lampung,Regency,Lampung Timur,7937.076764,7898.87426,29606,28930
1409,Kabupaten Rokan Hilir,Sumatera,Riau,Regency,Rokan Hilir,4052.018302,3339.273811,46437,45993
3579,Kota Batu,Java -Bali,East Java,City,Kota Batu,2326.954291,2205.80337,11787,11026
6303,Kabupaten Banjar,Kalimantan,South Kalimantan,Regency,Banjar,3388.418362,3231.193411,11968,11734
1971,Kota Pangkal Pinang,Sumatera,Bangka Belitung Islands,Capital City,Pangkal Pinang,2479.917444,2572.934811,9071,8798
3376,Kota Tegal,Java -Bali,Central Java,City,Tegal,2457.44048,1833.12724,11205,10953
2102,Kabupaten Bintan,Sumatera,Riau Islands,Regency,Bintan,3432.706567,3768.360689,14540,13918
1506,Kabupaten Tanjung Jabung Timur,Sumatera,Jambi,Regency,Tanjung Jabung Timur,2717.952029,1646.328009,17968,17273
3502,Kabupaten Ponorogo,Java -Bali,East Java,Regency,Ponorogo,4793.387371,4312.402371,14297,14169
1503,Kabupaten Sarolangun,Sumatera,Jambi,Regency,Sarolangun,1893.595773,1080.879891,10758,10729
6302,Kabupaten Kota Baru,Kalimantan,South Kalimantan,Regency,Kota Baru,2200.25859,2040.255115,17644,17313
3601,Kabupaten Pandeglang,Java -Bali,Banten,Regency,Pandeglang,4434.220535,4643.098141,19706,19600
6372,Kota Banjar Baru,Kalimantan,South Kalimantan,City,Banjar Baru,3915.428332,3454.663957,6237,6119
7471,Kota Kendari,Sulawesi,Southeast Sulawesi,Capital City,Kendari City,3435.346154,3985.506053,16745,16527
3520,Kabupaten Magetan,Java -Bali,East Java,Regency,Magetan,3588.020725,3654.669339,13237,13021
3305,Kabupaten Kebumen,Java -Bali,Central Java,Regency,Kebumen,2449.590472,2551.489112,19815,19526
3602,Kabupaten Lebak,Java -Bali,Banten,Regency,Lebak,4032.88639,4584.364046,20830,20647
5108,Kabupaten Buleleng,Java -Bali,Bali,Regency,Buleleng,3956.998683,4104.727883,23430,22080
3274,Kota Cirebon,Java -Bali,West Java,City,Cirebon,2092.656002,1927.471656,16812,16645
6402,Kabupaten Kutai Barat,Kalimantan,East Kalimantan,Regency,Kutai Barat,2936.287183,2789.10189,21249,20628
7308,Kabupaten Maros,Sulawesi,South Sulawesi,Regency,Maros,4837.551977,4599.258319,13726,12234
5202,Kabupaten Lombok Tengah,Nusa Tenggara,West Nusa Tenggara,Regency,Lombok Tengah,5746.293757,5701.38084,12400,11572
3519,Kabupaten Madiun,Java -Bali,East Java,Regency,Madiun,4651.874285,4536.889549,13162,12940
3574,Kota Probolinggo,Java -Bali,East Java,City,Probolinggo,2220.036782,2099.698686,8339,8035
2172,Kota Tanjung Pinang,Sumatera,Riau Islands,Capital City,Tanjung Pinang,3100.501186,3212.198414,14437,13938
3316,Kabupaten Blora,Java -Bali,Central Java,Regency,Blora,5166.872867,5681.319306,18318,17465
3207,Kabupaten Ciamis,Java -Bali,West Java,Regency,Ciamis,3470.746204,3268.083048,22001,21970
5203,Kabupaten Lombok Timur,Nusa Tenggara,West Nusa Tenggara,Regency,Lombok Timur,4564.791803,5113.789235,14424,13978
1601,Kabupaten Ogan Komering Ulu,Sumatera,South Sumatera,Regency,Ogan Komering Ulu,1742.326952,1880.736996,9868,9867
5201,Kabupaten Lombok Barat,Nusa Tenggara,West Nusa Tenggara,Regency,Lombok Barat,4806.139615,4725.561652,10895,10124
3317,Kabupaten Rembang,Java -Bali,Central Java,Regency,Rembang,5166.952376,5222.232302,13612,13410
6301,Kabupaten Tanah Laut,Kalimantan,South Kalimantan,Regency,Tanah Laut,3638.462314,3430.978445,10369,10162
7271,Kota Palu,Sulawesi,Central Sulawesi,Capital City,Palu,5105.916464,4658.475131,16202,15467
5271,Kota Mataram,Nusa Tenggara,West Nusa Tenggara,Capital City,Mataram,3675.584307,3317.342747,13812,13052
3308,Kabupaten Magelang,Java -Bali,Central Java,Regency,Magelang,3716.103073,3844.889313,23253,22861
3325,Kabupaten Batang,Java -Bali,Central Java,Regency,Batang,4879.926774,4538.815662,15227,15031
3471,Kota Yogyakarta,Java -Bali,Yogyakarta,Capital City,Yogyakarta,3435.030154,3103.136051,27685,27015
6310,Kabupaten Tanah Bumbu,Kalimantan,South Kalimantan,Regency,Tanah Bumbu,5450.357455,4965.373875,15621,15392
5207,Kabupaten Sumbawa Barat,Nusa Tenggara,West Nusa Tenggara,Regency,Sumbawa Barat,3125.137716,3235.24397,12786,16465
3521,Kabupaten Ngawi,Java -Bali,East Java,Regency,Ngawi,5595.972249,5794.766702,13711,13480
2101,Kabupaten Karimun,Sumatera,Riau Islands,Regency,Karimun,3466.985617,3680.767268,9457,9117
3277,Kota Cimahi,Java -Bali,West Java,City,Cimahi,2580.801099,2552.577379,22856,22341
6112,Kabupaten Kubu Raya,Kalimantan,West Kalimantan,Regency,Kubu Raya,5851.186849,4729.717,18276,17833
6405,Kabupaten Berau,Kalimantan,East Kalimantan,Regency,Berau,6027.637895,5549.098773,28271,27322
6309,Kabupaten Tabalong,Kalimantan,South Kalimantan,Regency,Tabalong,3746.126378,4845.018824,14878,14488
3511,Kabupaten Bondowoso,Java -Bali,East Java,Regency,Bondowoso,3807.375879,4168.359678,13637,13452
9107,Kabupaten Sorong,Papua,Papua Barat,Regency,Sorong,3568.067026,1708.265232,8600,8385
3206,Kabupaten Tasikmalaya,Java -Bali,West Java,Regency,Tasikmalaya,5959.656048,5341.751465,24587,24346
7306,Kabupaten Gowa,Sulawesi,South Sulawesi,Regency,Gowa,6370.200769,5965.016742,13783,14026
3512,Kabupaten Situbondo,Java -Bali,East Java,Regency,Situbondo,5068.142556,5265.314024,13600,13283
3326,Kabupaten Pekalongan,Java -Bali,Central Java,Regency,Pekalongan,4716.904435,4743.999545,16356,16048
3327,Kabupaten Pemalang,Java -Bali,Central Java,Regency,Pemalang,4966.905523,5006.85412,18267,18147
3518,Kabupaten Nganjuk,Java -Bali,East Java,Regency,Nganjuk,5733.856642,5185.697587,18304,17990
6502,Kabupaten Bulungan,Kalimantan,North Kalimantan,Regency,Bulungan,3348.843578,2536.449811,11627,11551
3278,Kota Tasikmalaya,Java -Bali,West Java,City,Tasikmalaya,5230.741336,4819.64667,15746,15430
3313,Kabupaten Karanganyar,Java -Bali,Bali,Regency,Karangasem,7902.847143,7429.920897,26641,26143
5104,Kabupaten Gianyar,Java -Bali,Bali,Regency,Gianyar,4270.594218,3734.237598,19038,17442
7171,Kota Manado,Sulawesi,North Sulawesi,Capital City,Manado,4314.59377,4109.010761,25581,24781
3315,Kabupaten Grobogan,Java -Bali,Central Java,Regency,Grobogan,7759.596118,7972.578252,19693,19380
1604,Kabupaten Lahat,Sumatera,South Sumatera,Regency,Lahat,3225.423453,2474.171217,12382,12427
3504,Kabupaten Tulungagung,Java -Bali,East Java,Regency,Tulungagung,5990.150215,5740.408832,27300,26456
3508,Kabupaten Lumajang,Java -Bali,East Java,Regency,Lumajang,4817.607759,5109.140794,22563,21934
3208,Kabupaten Kuningan,Java -Bali,West Java,Regency,Kuningan,5944.220319,5637.524125,16864,16879
6107,Kabupaten Sintang,Kalimantan,West Kalimantan,Regency,Sintang,636.5717396,603.7320174,9588,9379
3324,Kabupaten Kendal,Java -Bali,Central Java,Regency,Kendal,6392.9152110000005,6030.031412,30916,30444
1406,Kabupaten Kampar,Sumatera,Riau,Regency,Kampar,11983.25237,8504.545441,51889,51424
3505,Kabupaten Blitar,Java -Bali,East Java,Regency,Blitar,6824.398314,6840.657096,25530,24945
3372,Kota Surakarta,Java -Bali,Central Java,City,Surakarta,4184.401222,3966.837798,35443,34827
3314,Kabupaten Sragen,Java -Bali,Central Java,Regency,Sragen,8391.129838,7790.911648,26853,26367
6401,Kabupaten Paser,Kalimantan,East Kalimantan,Regency,Pasir,4242.229221,4038.776142,35727,34737
3673,Kota Serang,Java -Bali,Banten,Capital City,Serang,6404.751323,6627.898643,22813,22518
3402,Kabupaten Bantul,Java -Bali,Yogyakarta,Regency,Bantul,7553.002252,7267.568858,19155,18838
1471,Kota Pekanbaru,Sumatera,Riau,Capital City,Pekanbaru,18907.77837,15942.60038,72182,69017
3210,Kabupaten Majalengka,Java -Bali,West Java,Regency,Majalengka,6063.524585,5920.451597,21550,21737
3529,Kabupaten Sumenep,Java -Bali,East Java,Regency,Sumenep,7318.012778,8056.082447,23816,23547
3527,Kabupaten Sampang,Java -Bali,East Java,Regency,Sampang,9502.652779,10069.37725,13995,13954
1607,Kabupaten Banyu Asin,Sumatera,South Sumatera,Regency,Banyuasin,6675.903331,6476.10549,19973,20000
6471,Kota Balikpapan,Kalimantan,East Kalimantan,City,Balikpapan,7730.335365,7743.174378,83679,83098
1805,Kabupaten Lampung Tengah,Sumatera,Lampung,Regency,Lampung Tengah,11770.11896,10845.09862,47838,47348
3309,Kabupaten Boyolali,Java -Bali,Central Java,Regency,Boyolali,8008.481619,7412.515198,22681,22400
1612,Kabupaten Penukal Abab Lematang Ilir,Sumatera,South Sumatera,Regency,Penukal Abab Lematang Ilir,2561.757024,2696.116026,4704,4717
6371,Kota Banjarmasin,Kalimantan,South Kalimantan,Capital City,Banjarmasin,4655.013327,4426.334975,22353,21927
1571,Kota Jambi,Sumatera,Jambi,Capital City,Jambi,7327.154285,7499.565027,19561,18919
1473,Kota Dumai,Sumatera,Riau,City,Dumai,10042.89861,7887.666106,24856,24596
3322,Kabupaten Semarang,Java -Bali,Central Java,Regency,Semarang,7072.700573,6490.81778,35639,34688
1405,Kabupaten Siak,Sumatera,Riau,Regency,Siak,14086.66816,10112.81828,53367,53314
1803,Kabupaten Lampung Selatan,Sumatera,Lampung,Regency,Lampung Selatan,15224.90115,14712.74488,30269,29744
3211,Kabupaten Sumedang,Java -Bali,West Java,Regency,Sumedang,5315.55876,5533.221125,23933,23665
3319,Kabupaten Kudus,Java -Bali,Central Java,Regency,Kudus,6647.241946,6169.575506,73250,70662
3311,Kabupaten Sukoharjo,Java -Bali,Central Java,Regency,Sukoharjo,8225.986222,8015.981363,27076,26617
1371,Kota Padang,Sumatera,West Sumatera,Capital City,Padang,8582.697806,8640.427576,44459,43631
1672,Kota Prabumulih,Sumatera,South Sumatera,City,Prabumulih,2887.116858,3405.252198,5385,5375
6171,Kota Pontianak,Kalimantan,West Kalimantan,Capital City,Pontianak,7819.857336,6652.246148,24833,23847
3321,Kabupaten Demak,Java -Bali,Central Java,Regency,Demak,8798.06261,8007.428499,18417,18375
3573,Kota Malang,Java -Bali,East Java,City,Malang,6286.941188,5967.068111,52335,51155
3271,Kota Bogor,Java -Bali,West Java,City,Bogor,7620.752042,6908.403428,32254,32084
3302,Kabupaten Banyumas,Java -Bali,Central Java,Regency,Banyumas,6922.280288,7045.268916,39779,39122
3528,Kabupaten Pamekasan,Java -Bali,East Java,Regency,Pamekasan,9042.718848,9507.708891,11407,11118
1505,Kabupaten Muaro Jambi,Sumatera,Jambi,Regency,Muaro Jambi,6770.548529,5376.697155,16152,16195
3328,Kabupaten Tegal,Java -Bali,Central Java,Regency,Tegal,10886.90209,10322.25338,24867,24503
3320,Kabupaten Jepara,Java -Bali,Central Java,Regency,Jepara,7494.873777,7315.827457,21384,20970
3506,Kabupaten Kediri,Java -Bali,East Java,Regency,Kediri,9430.656433,9189.268631,29194,28491
3205,Kabupaten Garut,Java -Bali,West Java,Regency,Garut,6172.885562,6344.498504,39092,38598
3329,Kabupaten Brebes,Java -Bali,Central Java,Regency,Brebes,10756.57187,9286.156152,32836,32641
5171,Kota Denpasar,Java -Bali,Bali,Capital City,Denpasar,6402.725259,5987.643924,36153,32748
3318,Kabupaten Pati,Java -Bali,Central Java,Regency,Pati,10293.4312,10104.55747,30900,30546
3310,Kabupaten Klaten,Java -Bali,Central Java,Regency,Klaten,9155.158729,8646.282836,27812,27483
6474,Kota Bontang,Kalimantan,East Kalimantan,City,Bontang,7320.7199,6589.354563,40423,39309
3517,Kabupaten Jombang,Java -Bali,East Java,Regency,Jombang,10230.25519,10103.04995,28216,27658
3524,Kabupaten Lamongan,Java -Bali,East Java,Regency,Lamongan,10725.46896,11303.39301,27706,26973
3214,Kabupaten Purwakarta,Java -Bali,West Java,Regency,Purwakarta,7571.017667,7632.02184,46282,45333
1408,Kabupaten Bengkalis,Sumatera,Riau,Regency,Bengkalis,12205.80491,10716.43218,76377,73856
3301,Kabupaten Cilacap,Java -Bali,Central Java,Regency,Cilacap,10948.31956,9358.492819,100328,89935
3526,Kabupaten Bangkalan,Java -Bali,East Java,Regency,Bangkalan,9695.490226,10138.63883,18551,17515
3202,Kabupaten Sukabumi,Java -Bali,West Java,Regency,Sukabumi,7194.238304,6542.04974,46704,46199
3203,Kabupaten Cianjur,Java -Bali,West Java,Regency,Cianjur,6809.243237,6127.084965,32040,31789
3404,Kabupaten Sleman,Java -Bali,Yogyakarta,Regency,Sleman,10092.6074,9482.489369,35287,33906
3672,Kota Cilegon,Java -Bali,Banten,City,Cilegon,11285.42937,10199.55485,74249,73597
3510,Kabupaten Banyuwangi,Java -Bali,East Java,Regency,Banyuwangi,29317.42938,30735.42211,55274,53295
3522,Kabupaten Bojonegoro,Java -Bali,East Java,Regency,Bojonegoro,11655.49728,11824.36108,69986,69703
1871,Kota Bandar Lampung,Sumatera,Lampung,Capital City,Bandar Lampung,12655.40683,12189.24796,39386,38657
1212,Kabupaten Deli Serdang,Sumatera,North Sumatera,Regency,Deli Serdang,31239.53973,25986.49639,71879,70597
6404,Kabupaten Kutai Timur,Kalimantan,East Kalimantan,Regency,Kutai Timur,12455.41088,13020.92571,95661,92586
3604,Kabupaten Serang,Java -Bali,Banten,Regency,Serang,16892.58599,16785.76866,54350,53287
6472,Kota Samarinda,Kalimantan,East Kalimantan,Capital City,Samarinda,9689.11117,9537.366409,45486,45000
3217,Kabupaten Bandung Barat,Java -Bali,West Java,Regency,Bandung Barat,7128.136448,7436.429791,31398,30640
3513,Kabupaten Probolinggo,Java -Bali,East Java,Regency,Probolinggo,8744.864887,8749.227014,23395,22898
