KDJ;KABKOT;PROVINSI;PULAU;Region;KDJ_1;Province;Regency_Ci;acuan;Distric_Na;sat2012;sat2013;sat2014;sat2015;sat2016;sat2017;sat2018;sat2019;sat2020;gdp2012;gdp2013;gdp2014;gdp2015;gdp2016;gdp2017;gdp2018;gdp2019;gdp2020
1107;Kabupaten Aceh Barat;Aceh; ;Sumatera;1107;Aceh;Regency;Aceh Barat;Aceh Barat;37.02573888;421.6275443;892.6468044;828.0394504;506.8585883;805.6201154;616.9250867;1109.822557;1082.158257;4594.544;4773.669;4940.843;5151.378;5310.7;6013.22;6609.91;6948.566399;7078.50459
7411;Kabupaten Kolaka Timur;Sulawesi Tenggara; ;Sulawesi;7411;Southeast Sulawesi;Regency;Kolaka Timur;Kolaka Timur;38.29728045;42.55116116;48.93313748;120.8720083;111.731523;141.9882032;260.3202955;289.282418;303.4297913;2439.866;2256.163;2455.735;2607.699;2800.746;2943.933;3123.592;3266.718542;3256.591715
1707;Kabupaten Lebong;Bengkulu; ;Sumatera;1707;Bengkulu;Regency;Lebong;Lebong;39.93635037;32.05568032;36.32376911;55.19989899;25.59641805;68.39526089;52.71410799;57.29076397;67.46735156;1494.128;1576.902;1662.639;1745.574;1835.673;1927.48;2023.99;2128.521932;2130.650454
7406;Kabupaten Bombana;Sulawesi Tenggara; ;Sulawesi;7406;Southeast Sulawesi;Regency;Bombana;Bombana;40.01388987;85.45046862;82.9404745;165.3576216;140.5270459;228.5859451;287.0730262;313.2132295;405.6425519;2967.458;3215.132;3451.467;3717.017;3918.19;4172.828;4443.244;4680.821425;4707.034025
9408;Kabupaten Kepulauan Yapen;Papua; ;Papua;9408;Papua;Regency;Kepulauan Yapen;Kepulauan Yapen;40.73376404;7.699348271;233.2320077;376.9219582;250.8564607;412.326608;399.2709766;530.9559697;444.2052947;1957.09;2101.241;2246.778;2387.026;2515.901;2632.259;2751.843;2895.053485;2766.223605
7410;Kabupaten Konawe Utara;Sulawesi Tenggara; ;Sulawesi;7410;Southeast Sulawesi;Regency;Konawe Utara;Konawe Utara;41.64590115;120.155443;47.28788802;55.26321294;39.47639563;69.27524433;155.9651366;228.7552728;360.8947037;1907.058;2040.836;2105.153;2247.307;2374.009;2516.512;2677.037;2849.217773;2828.703405
6109;Kabupaten Sekadau;Kalimantan Barat;Kalimantan;Kalimantan;6109;West Kalimantan;Regency;Sekadau;Sekadau;42.50750741;-3.445585519;51.91052552;61.02658094;10.21475891;301.702689;218.322786;229.5838424;156.0615007;2872.64;3059.85;3246.28;3432.93;3636.66;3848.26;4074.06;4295.39682;4253.301931
7207;Kabupaten Buol;Sulawesi Tengah; ;Sulawesi;7207;Central Sulawesi;Regency;Buol;Buol;42.8965241;76.4292585;143.8999886;222.5846481;180.3733211;349.1857019;268.1312499;319.5673376;253.6165637;2907.932;3121.026;3311.071;3511.814;3639.641;3765.18;3919.069;3996.468402;3880.970465
1704;Kabupaten Kaur;Bengkulu; ;Sumatera;1704;Bengkulu;Regency;Kaur;Kaur;44.30392029;56.10240092;31.9585885;48.33338926;7.060448781;87.73916663;114.4998442;99.35208735;123.1367765;1589.693;1686.566;1767.847;1855.582;1953.631;2051.247;2153.486;2264.774482;2267.492212
7103;Kabupaten Kepulauan Sangihe;Sulawesi Utara; ;Sulawesi;7103;North Sulawesi;Regency;Kepulauan Sangihe;Kepulauan Sangihe;44.37085386;77.29156255;105.2649102;108.2005877;104.634806;184.4726189;166.5216936;181.3899515;202.468855;2048.629;2163.38;2281.136;2419.697;2566.764;2706.571;2855.316;3010.959556;3026.014353
6209;Kabupaten Katingan;Kalimantan Tengah;Kalimantan;Kalimantan;6209;Central Kalimantan;Regency;Katingan;Katingan;45.59513035;222.2207967;239.2370191;290.895207;238.9608175;281.414751;496.4764389;372.1433096;350.2570798;3306.736;3516.159;3746.349;3990.905;4251.998;4531.079;4829.628;5110.192247;4944.110999
5319;Kabupaten Manggarai Timur;Nusa Tenggara Timur; ;Nusa Tenggara;5319;East Nusa Tenggara;Regency;Manggarai Timur;Manggarai Timur;46.18836946;56.5930906;62.06758218;66.27483371;62.74013603;94.62041271;152.219747;160.4819747;205.936162;1426.24;1502.45;1581.65;1662.33;1747.25;1836.08;1928.4;2026.00902;2043.635298
7505;Kabupaten Gorontalo Utara;Gorontalo; ;Sulawesi;7505;Gorontalo;Regency;Gorontalo Utara;Gorontalo Utara;48.49302527;123.6965591;115.4117535;135.7481362;129.3339846;327.3790183;351.0278288;551.6438461;496.5600653;1432.877;1535.437;1645.679;1765.874;1896.42;2036.906;2178.317;2325.62581;2325.160684
8202;Kabupaten Halmahera Tengah;Maluku Utara; ;Maluku;8202;North Maluku;Regency;Halmahera Tengah;Halmahera Tengah;49.59286725;47.05352999;64.22639286;44.80870822;57.51967797;133.9334695;233.3166772;413.6391444;755.0319082;1052.6;1108.3;1087.2;1134.4;1262;1335.2;1428.5;1524.009827;1925.434015
7601;Kabupaten Majene;Sulawesi Barat; ;Sulawesi;7601;West Sulawesi;Regency;Majene;Majene;50.8700266;16.21240053;107.4819375;125.4085071;139.1128646;170.3678131;180.1459838;159.3754724;167.1115261;2401.042;2534.285;2669.8;2822.89;2992.581;3378.612;3378.612;3583.278145;3533.828907
1102;Kabupaten Aceh Singkil;Aceh; ;Sumatera;1102;Aceh;Regency;Aceh Singkil;Aceh Singkil;54.37364417;8.592342496;183.9895248;67.42864686;344.8833788;326.3748126;671.6511926;470.1378493;667.7350575;1315.931;1374.981;1433.172;1488.739;1540.65;1600.98;1664.92;1732.223408;1712.129617
9420;Kabupaten Keerom;Papua; ;Papua;9420;Papua;Regency;Keerom;Keerom;54.996666;95.82127738;100.6324216;120.0314521;181.0702872;294.4641826;303.1332187;328.9088184;356.1095887;1283.734;1407.589;1531.992;1639.939;1735.073;1819.341;1895.649;1991.862744;1993.456234
1701;Kabupaten Bengkulu Selatan;Bengkulu; ;Sumatera;1701;Bengkulu;Regency;Bengkulu Selatan;Bengkulu Selatan;56.36160742;98.81423797;131.0370511;151.6873474;124.8155256;135.0325078;154.6778838;132.1780033;242.8000362;2518.785;2674.076;2825.965;2971.302;3127.256;3281.69;3444.032;3620.055253;3629.467397
2105;Kabupaten Kepulauan Anambas;Kepulauan Riau; ;Sumatera;2105;Riau Islands;Regency;Kepulauan Anambas;Kepulauan Anambas;59.15623602;63.6300646;124.2226302;126.5704433;89.72043284;155.0917692;145.2692236;135.6520816;120.5931268;11595.839;11964.652;12407.907;12784.246;13155.244;13142.455;12063.353;12047.35985;11104.05157
1215;Kabupaten Humbang Hasundutan;Sumatera Utara; ;Sumatera;1215;North Sumatera;Regency;Humbang Hasundutan;Humbang Hasundutan;59.7856633;14.39622445;55.1407568;62.59721413;29.77737167;97.14646044;131.911617;140.5830043;185.1984979;2948.18;3085.2;3249.45;3419.57;3577.05;3756.66;3946.12;4143.507208;4138.120648
1104;Kabupaten Aceh Tenggara;Aceh; ;Sumatera;1104;Aceh;Regency;Aceh Tenggara;Aceh Tenggara;60.90150186;68.59909653;93.12537341;51.89837287;36.49395777;323.1955251;229.8369489;77.88186073;325.4958497;2578.093;2704.181;2810.303;2925.061;3044.88;3197.95;3305.44;3443.016457;3437.163329
1173;Kota Langsa;Aceh; ;Sumatera;1173;Aceh;City;Kota Langsa;Langsa;60.99693528;283.8293154;783.1548194;723.2039335;665.1157183;979.5823852;1107.364571;1157.812165;1188.988349;2851.123;2981.532;3113.491;3255.002;3390.39;3540.72;3701.2;3858.684382;3817.782328
1113;Kabupaten Gayo Lues;Aceh; ;Sumatera;1113;Aceh;Regency;Gayo Lues;Gayo Lues;62.3311557;41.17135783;64.34058711;69.14873835;77.51318248;169.4327139;34.79481576;84.32213202;155.6314909;1531.659;1590.76;1654.169;1717.855;1788.14;1872.23;1913.13;1923.952961;1940.883747
1611;Kabupaten Empat Lawang;Sumatera Selatan; ;Sumatera;1611;South Sumatera;Regency;Empat Lawang;Empat Lawang;63.8009085;16.75686352;18.72013056;8.038735718;16.71153606;88.3377073;3.528098434;97.76477543;30.15872726;2582.01;2721.11;2836.12;2963.8;3098.26;3213.15;3349.16;3470.140438;3473.263565
3101;Kabupaten Kepulauan Seribu;Dki Jakarta;Jawa;Java -Bali;3101;Jakarta;Regency;Kepulauan Seribu;Kepulauan Seribu;64.96284648;22.42724293;26.52935755;68.16779929;54.70309144;95.45081979;50.40180862;71.00861317;74.22577643;3753.239;3782.748;3796.477;3807.888;3815.3;3863.751;3932.662;3901.840021;3712.210596
8106;Kabupaten Seram Bagian Barat;Maluku; ;Maluku;8106;Maluku;Regency;Seram Bagian Barat;Seram Bagian Barat;64.96890107;84.35725538;109.4606533;176.5826591;182.0918854;295.1444066;226.1226274;264.0439447;229.8276526;1342.284;1403.353;1488.443;1573.111;1660.761;1758.4;1863.09;1969.51684;1966.168662
7407;Kabupaten Wakatobi;Sulawesi Tenggara; ;Sulawesi;7407;Southeast Sulawesi;Regency;Wakatobi;Wakatobi;65.39855249;95.98635359;90.64985947;129.3719602;134.686387;192.0923146;231.5846794;276.5210167;313.6307833;1889.695;2037.26;2197.573;2366.421;2554.961;2707.356;2883.275;3072.941464;3096.295819
5321;Kabupaten Malaka;Nusa Tenggara Timur; ;Nusa Tenggara;5321;East Nusa Tenggara;Regency;Malaka;Malaka;66.55531294;70.26843311;84.75092221;105.867716;100.3352837;231.9509345;310.3480411;316.4500213;430.9000573;1312.59;1386.77;1457.21;1528.58;1605.27;1687.34;1773.64;1860.092779;1878.135679
5314;Kabupaten Rote Ndao;Nusa Tenggara Timur; ;Nusa Tenggara;5314;East Nusa Tenggara;Regency;Rote Ndao;Rote Ndao;66.82227196;79.95968222;88.67334595;101.7653431;115.2970531;208.964331;237.3542707;256.040474;324.7702782;1364.97;1422.93;1491.99;1567.48;1648.32;1737.62;1831.71;1928.023952;1933.808024
8201;Kabupaten Halmahera Barat;Maluku Utara; ;Maluku;8201;North Maluku;Regency;Halmahera Barat;Halmahera Barat;68.25849707;37.53750948;116.7541017;159.0958276;155.0717612;291.8645865;304.9304749;322.279936;380.5971868;1058.3;1119.7;1180.1;1246.3;1310.1;1375.7;1447.5;1525.952197;1535.4131
1709;Kabupaten Bengkulu Tengah;Bengkulu; ;Sumatera;1709;Bengkulu;Regency;Bengkulu Tengah;Bengkulu Tengah;68.65578633;28.8107287;121.9943698;211.7221321;280.9508022;272.3654749;11.66768101;161.3547107;394.813523;2033.315;2146.923;2264.214;2377.714;2496.628;2620.222;2750.435;2890.205246;2888.471123
8102;Kabupaten Maluku Tenggara;Maluku; ;Maluku;8102;Maluku;Regency;Maluku Tenggara;Maluku Tenggara;69.00231091;92.75750762;106.9274114;136.6945177;138.3320616;181.5119052;238.296774;281.0917164;318.4101265;1323.969;1400.55;1487.036;1570.945;1660.713;1758.913;1863.697;1971.195118;1966.858489
8101;Kabupaten Maluku Tenggara Barat;Maluku; ;Maluku;8101;Maluku;Regency;Maluku Tenggara Barat;Maluku Tenggara Barat;70.2528891;93.5574918;88.80346231;115.0205829;144.6964904;202.5165807;237.6237988;254.1752751;298.2313898;1127.429;1185.489;1262.251;1338.343;1417.196;1500.791;1590.856;1687.169594;1686.663443
5317;Kabupaten Sumba Barat Daya;Nusa Tenggara Timur; ;Nusa Tenggara;5317;East Nusa Tenggara;Regency;Sumba Barat Daya;Sumba Barat Daya;74.13385579;82.19355483;85.03951108;93.54201465;89.65919192;167.5978391;239.4448068;245.0212876;291.7864407;1650.91;1742.45;1812.41;1896.28;1988.69;2089.21;2193.9;2317.896861;2320.214758
6102;Kabupaten Bengkayang;Kalimantan Barat;Kalimantan;Kalimantan;6102;West Kalimantan;Regency;Bengkayang;Bengkayang;74.69157981;20.90726485;103.9169644;118.0476327;60.69360191;130.9798864;248.7153512;316.7772359;421.4710362;4059.79;4299.25;4472.29;4649.5;4889.16;5163.9;5441;5716.687851;5602.925763
7326;Kabupaten Toraja Utara;Sulawesi Selatan; ;Sulawesi;7326;South Sulawesi;Regency;Toraja Utara;Toraja Utara;75.64994781;92.24007581;88.81884137;139.1011615;180.4482645;155.774897;131.6254861;232.7672156;234.461728;2971.714;3261.128;3510.361;3782.796;4085.688;4421.68;4778.535;5141.299269;5150.039478
1310;Kabupaten Solok Selatan;Sumatera Barat; ;Sumatera;1310;West Sumatera;Regency;Solok Selatan;Solok Selatan;76.75793417;100.0267339;37.29118843;94.81280576;110.890492;232.9625422;249.4683806;203.4297455;163.2449764;2759.898;2929.009;3101.947;3267.807;3435.698;3612.641;3794.2;3976.92036;3927.606548
6207;Kabupaten Lamandau;Kalimantan Tengah;Kalimantan;Kalimantan;6207;Central Kalimantan;Regency;Lamandau;Lamandau;77.2083248;194.0828119;127.1579593;138.4758885;198.8227039;333.2085706;288.4108271;284.5630051;144.5660892;2358.678;2523.705;2699.773;2882.203;3074.911;3280.864;3505.911;3746.593422;3815.9054
8172;Kota Tual;Maluku; ;Maluku;8172;Maluku;City;Kota Tual, Kota;Tual, Kota;79.22850525;136.4112087;171.4070061;186.224017;214.2889056;216.7829565;240.2646331;273.9988101;383.3482581;1005.343;1066.3;1132.473;1195.77;1265.188;1337.784;1417.79;1501.249728;1498.547478
6206;Kabupaten Sukamara;Kalimantan Tengah;Kalimantan;Kalimantan;6206;Central Kalimantan;Regency;Sukamara;Sukamara;81.85894258;123.9044788;91.64792105;137.9047973;117.9417894;171.0738529;195.7116099;214.6977727;215.5572482;1875.096;1995.771;2116.602;2243.526;2381.09;2530.336;2686.338;2850.861976;2907.309043
7316;Kabupaten Enrekang;Sulawesi Selatan; ;Sulawesi;7316;South Sulawesi;Regency;Enrekang;Enrekang;81.86068383;63.27900991;85.93489601;128.1866359;149.6594743;164.7020287;227.2599474;237.0136182;249.9836863;3021.203;3197.504;3389.146;3623.224;3899.586;4166.405;4302.051;4538.66598;4595.399305
8105;Kabupaten Kepulauan Aru;Maluku; ;Maluku;8105;Maluku;Regency;Kepulauan Aru;Kepulauan Aru;84.29051109;72.10140628;73.88265811;91.59415629;86.55151529;114.4769092;144.8520984;157.9694812;171.4362205;1530.371;1624.365;1734.152;1821.139;1916.829;2030.357;2153.278;2278.108833;2277.197589
5318;Kabupaten Nagekeo;Nusa Tenggara Timur; ;Nusa Tenggara;5318;East Nusa Tenggara;Regency;Nagekeo;Nagekeo;85.89171088;95.29884188;103.9263056;117.2881709;107.3025264;189.4831196;262.7384499;254.3760473;314.9389565;1000.19;1045.6;1093.55;1143.94;1196.14;1253.9;1313.33;1371.272299;1379.911314
5307;Kabupaten Alor;Nusa Tenggara Timur; ;Nusa Tenggara;5307;East Nusa Tenggara;Regency;Alor;Alor;87.85544334;110.7856997;132.0050005;151.1243105;154.2351287;205.020712;258.8017965;271.7769565;332.6152651;1441.95;1503.16;1575.3;1651.91;1730.55;1817.74;1909.71;2000.775247;1989.770983
1309;Kabupaten Pasaman;Sumatera Barat; ;Sumatera;1309;West Sumatera;Regency;Pasaman;Pasaman;89.07078689;42.10480195;145.5456878;123.7064149;156.5275557;273.8065343;318.9710316;175.5045682;238.7492619;4308.99;4559.626;4827.486;5085.321;5342.904;5614.285;5894.865;6176.980644;6123.240912
5308;Kabupaten Lembata;Nusa Tenggara Timur; ;Nusa Tenggara;5308;East Nusa Tenggara;Regency;Lembata;Lembata;89.4417386;100.124649;107.4021648;128.310823;121.2169364;193.9401758;204.1193966;219.9819472;267.7388627;829.79;870.92;915.27;960.86;1006.57;1057.25;1110.55;1166.785686;1162.468578
2103;Kabupaten Natuna;Kepulauan Riau; ;Sumatera;2103;Riau Islands;Regency;Natuna;Natuna;89.98179758;54.24022608;113.302711;105.1632064;114.6443833;210.0358399;298.8277539;262.1031841;317.7460341;12437.319;13009.832;13585.407;14115.266;14538.929;14665.423;15036.091;15299.15493;14642.82118
5315;Kabupaten Manggarai Barat;Nusa Tenggara Timur; ;Nusa Tenggara;5315;East Nusa Tenggara;Regency;Manggarai Barat;Manggarai Barat;91.25812086;116.7175331;153.9767221;174.3104687;180.2983786;297.0724583;413.1348149;500.4625034;498.1442111;1616.46;1689.04;1757.87;1836.05;1925.39;2023.76;2129.51;2245.627983;2265.614072
1222;Kabupaten Labuhan Batu Selatan;Sumatera Utara; ;Sumatera;1222;North Sumatera;Regency;Labuhan Batu Selatan;Labuhan Batu Selatan;93.25241042;276.0645382;393.8701791;459.6665242;715.9564387;1039.777911;1489.657004;1262.162604;1390.419005;13024.49;13812.09;14547.52;15294.17;16088.42;16907.59;17797.95;18751.30086;18901.31127
1706;Kabupaten Mukomuko;Bengkulu; ;Sumatera;1706;Bengkulu;Regency;Mukomuko;Mukomuko;94.51208843;37.45144231;53.37295074;98.08185373;89.77871093;107.6244977;115.8062203;186.0051728;230.067435;2280.578;2425.616;2571.338;2713.894;2865.597;3014.864;3165.764;3330.818491;3331.484654
1304;Kabupaten Sijunjung;Sumatera Barat; ;Sumatera;1304;West Sumatera;Regency;Sijunjung;Sijunjung;97.80696182;420.1237355;219.4750932;294.8139784;422.283402;669.8830715;938.2404311;614.0490804;537.2907268;4656.082;4941.937;5239.42;5537.779;5829.044;6135.756;6448.358;6757.200479;6682.871274
5301;Kabupaten Sumba Barat;Nusa Tenggara Timur; ;Nusa Tenggara;5301;East Nusa Tenggara;Regency;Sumba Barat;Sumba Barat;98.59129329;92.55921565;87.6071428;95.01310952;93.57438348;121.2809443;157.8077545;170.3443846;189.7906556;1024.89;1077.82;1129.1;1183.32;1242.52;1304.95;1371.14;1441.504188;1437.612126
8104;Kabupaten Buru;Maluku; ;Maluku;8104;Maluku;Regency;Buru;Buru;98.93172232;211.2027552;337.8213531;469.4927143;495.7153079;693.4606782;677.1421781;655.5741163;645.8497309;1061.575;1108.483;1177.519;1239.095;1309.987;1388.751;1475.063;1564.804785;1564.491825
7318;Kabupaten Tana Toraja;Sulawesi Selatan; ;Sulawesi;7318;South Sulawesi;Regency;Tana Toraja;Tana Toraja;101.3116955;128.5776385;86.57191838;124.1681735;169.019978;114.0257278;192.9901712;260.8751955;206.34886;2793.724;2994.472;3198.122;3417.295;3666.481;3940.517;4251.26;4561.248915;4548.477418
7501;Kabupaten Boalemo;Gorontalo; ;Sulawesi;7501;Gorontalo;Regency;Boalemo;Boalemo;104.1714442;204.575728;235.5533735;285.0279908;297.9163242;484.2520528;494.0436423;707.7065233;781.1369175;2213.391;2378.894;2552.688;2715.277;2886.159;3078.279;3284.453;3505.079102;3497.718436
7312;Kabupaten Soppeng;Sulawesi Selatan; ;Sulawesi;7312;South Sulawesi;Regency;Soppeng;Soppeng;110.6762074;112.3976582;152.319917;298.0520504;263.341328;428.266735;521.8838944;567.0726304;620.5880334;4259.551;4567.539;4882.195;5131.716;5547.691;6007.456;6494.392;6999.390379;7152.677028
7107;Kabupaten Bolaang Mongondow Utara;Sulawesi Utara; ;Sulawesi;7107;North Sulawesi;Regency;Bolaang Mongondow Utara;Bolaang Mongondow Utara;110.6981902;209.7915617;240.314182;271.4594713;263.0978903;513.3888674;450.128186;564.2564305;585.3164428;1090.625;1168.295;1247.86;1320.203;1401.51;1489.523;1581.647;1679.696459;1691.622304
1117;Kabupaten Bener Meriah;Aceh; ;Sumatera;1117;Aceh;Regency;Bener Meriah;Bener Meriah;112.21284;50.30042785;115.0875221;143.9068951;119.3296437;291.0875278;278.3593232;311.896795;302.0522728;2661.124;2804.613;2933.324;3078.472;3206.52;3337.61;3477.01;3627.061187;3636.491546
8272;Kota Tidore Kepulauan;Maluku Utara; ;Maluku;8272;North Maluku;City;Kota Tidore Kepulauan;Kepulauan Tidore, Kota;115.0818177;53.36141376;287.9644227;310.9356857;339.2671656;441.1667323;415.4538356;499.9282804;562.2520757;1339.9;1423.4;1511.2;1603.3;1687.1;1788.4;1896.8;2019.974349;2060.171839
5312;Kabupaten Ngada;Nusa Tenggara Timur; ;Nusa Tenggara;5312;East Nusa Tenggara;Regency;Ngada;Ngada;120.2308277;122.4775227;115.9080019;134.3218277;108.5520407;139.0009996;190.0900373;187.7730265;232.7387428;1641.79;1725.3;1808.63;1893.45;1991.67;2094.62;2199.29;2304.6639;2305.585766
1106;Kabupaten Aceh Tengah;Aceh; ;Sumatera;1106;Aceh;Regency;Aceh Tengah;Aceh Tengah;122.3812583;188.4920533;311.0032618;294.3736521;291.7273088;552.5257438;590.0542545;517.4997623;416.2098353;4347.739;4584.209;4770.082;4970.492;5200.04;5410.44;5634.36;5838.363963;5767.719759
7604;Kabupaten Mamuju;Sulawesi Barat; ;Sulawesi;7604;West Sulawesi;Capital City;Mamuju;Mamuju;122.7827026;149.8694231;271.5671999;389.780787;429.279425;463.5553125;398.1648835;546.2477854;540.8071793;5097.71;5528.211;6012.403;6469.546;6974.983;7470.71;7921.239;8384.176883;8209.786004
7503;Kabupaten Pohuwato;Gorontalo; ;Sulawesi;7503;Gorontalo;Regency;Pohuwato;Pohuwato;125.9619218;284.3005213;345.0699574;403.2865341;478.0998288;758.3975287;827.4184;1008.024174;1161.471796;2919.369;3143.289;3372.704;3577.847;3815.577;4074.279;4338.232;4611.119877;4602.819861
7303;Kabupaten Bantaeng;Sulawesi Selatan; ;Sulawesi;7303;South Sulawesi;Regency;Bantaeng;Bantaeng;129.4536513;144.1353072;225.0647765;343.7848959;372.5043391;576.3332527;648.11605;692.7658841;756.1199745;3234.459;3525.612;3819.276;4073.06;4374.215;4694.158;5075.837;5621.251587;5650.482095
1401;Kabupaten Kuantan Singingi;Riau; ;Sumatera;1401;Riau;Regency;Kuantan Singingi;Kuantan Singingi;131.6240966;714.116458;441.3387256;591.8702331;874.1457079;733.255037;1374.112466;531.4528191;712.7186682;18333.2;19336.93;20331.15;19896.35;20669.8;21574.02;22583.09;23624.4279;23855.94729
5309;Kabupaten Flores Timur;Nusa Tenggara Timur; ;Nusa Tenggara;5309;East Nusa Tenggara;Regency;Flores Timur;Flores Timur;131.671392;159.4581969;154.1315832;189.3852101;171.2968114;322.2017674;383.1442897;376.1624222;457.3393615;2536.43;2658.76;2787.34;2915.83;3045.56;3182.46;3333.58;3527.166947;3557.8533
8206;Kabupaten Halmahera Timur;Maluku Utara; ;Maluku;8206;North Maluku;Regency;Halmahera Timur;Halmahera Timur;132.1221533;113.0020057;193.0077303;227.9648289;198.8647674;303.5069375;432.1361768;487.1297115;603.7006286;1759.4;1862;1682.1;1784.9;1883.2;2018.2;2179.8;2304.303552;2317.438082
6103;Kabupaten Landak;Kalimantan Barat;Kalimantan;Kalimantan;6103;West Kalimantan;Regency;Landak;Landak;133.6884035;6.217693001;130.1469754;116.1541223;48.40072474;334.9200168;288.4299282;309.5127036;219.7148164;4967.09;5225.51;5483.21;5763.42;6067.56;6381.21;6706.04;7024.529032;6977.464688
1373;Kota Sawah Lunto;Sumatera Barat; ;Sumatera;1373;West Sumatera;City;Kota Sawah Lunto;Sawahlunto;134.9420874;231.7745672;95.08391717;291.0433426;163.0246901;469.1629842;521.9506169;410.3767292;373.7925809;1886.626;2001.854;2123.645;2251.781;2380.519;2517.15;2656.187;2797.549619;2762.020739
1203;Kabupaten Tapanuli Selatan;Sumatera Utara; ;Sumatera;1203;North Sumatera;Regency;Tapanuli Selatan;Tapanuli Selatan;136.0999062;119.3979529;722.1373162;580.7094226;368.5288764;654.1273029;1087.608354;1059.304298;1204.10224;6150.49;7222.61;7542.78;7921.24;8314.69;8748.18;9201.96;9683.286909;9721.051728
1172;Kota Sabang;Aceh; ;Sumatera;1172;Aceh;City;Kota Sabang;Sabang;139.8315192;37.54130119;181.2316556;317.9350071;233.0755754;450.2741897;296.5001921;418.9065647;368.8097935;806.875;841.006;874.079;908.359;957.29;1015.38;1074.91;1137.121085;1124.044193
1103;Kabupaten Aceh Selatan;Aceh; ;Sumatera;1103;Aceh;Regency;Aceh Selatan;Aceh Selatan;140.1292565;16.5295446;180.4196241;19.81803147;110.749767;168.4017037;107.9439569;236.1471275;376.6243523;3115.598;3281.364;3432.179;3577.878;3740.29;3887.22;4068.95;4243.075593;4240.954055
9402;Kabupaten Jayawijaya;Papua; ;Papua;9402;Papua;Regency;Jayawijaya;Jayawijaya;140.8258021;37.10940984;145.5885171;193.0376997;184.5712448;349.6927955;280.2930413;156.5493448;198.8117076;3104.395;3331.654;3568.261;3794.403;3972.485;4191.917;4458.448;4747.415418;4553.720869
2104;Kabupaten Lingga;Kepulauan Riau; ;Sumatera;2104;Riau Islands;Regency;Lingga;Lingga;141.9847362;139.5414423;175.4123656;184.0510529;158.927438;196.3499512;202.0570696;215.2696388;279.0716804;2111.652;2256.829;2373.208;2429.747;2529.106;2682.784;2790.122;2943.609552;2923.593007
1277;Kota Padangsidimpuan;Sumatera Utara; ;Sumatera;1277;North Sumatera;City;Kota Padangsidimpuan;Padang Sidempuan;142.0897254;413.0181414;340.3707103;349.3588552;450.0278619;567.0886762;817.5574845;937.2225071;734.54696;2952.72;3124.02;3285.46;3451.08;3636.87;3830.32;4038.93;4261.269299;4230.162033
6308;Kabupaten Hulu Sungai Utara;Kalimantan Selatan;Kalimantan;Kalimantan;6308;South Kalimantan;Regency;Hulu Sungai Utara;Hulu Sungai Utara;144.7589514;9.419001643;96.07993829;193.6488739;219.8794942;318.808899;341.33322;409.0234306;445.5562966;2288.015;2410.138;2554.597;2690.886;2815.484;2977.886;3150.843;3325.58668;3303.30525
7307;Kabupaten Sinjai;Sulawesi Selatan; ;Sulawesi;7307;South Sulawesi;Regency;Sinjai;Sinjai;145.2638554;125.1686167;162.7299606;278.0182508;347.8635364;426.618902;381.2706381;422.4745068;419.1215403;4366.712;4706.673;5035.299;5415.38;5799.306;6218.64;6681.25;7090.613248;7200.517754
7373;Kota Palopo;Sulawesi Selatan; ;Sulawesi;7373;South Sulawesi;City;Kota Palopo;Palopo;146.5068642;6.913274944;97.80206496;323.6254409;519.0960928;135.2670548;171.9894808;770.4964522;632.5636882;3363.253;3633.005;3889.239;4140.872;4428.497;4745.9;5102.987;5448.492672;5473.010889
1801;Kabupaten Lampung Barat;Lampung; ;Sumatera;1801;Lampung;Regency;Lampung Barat;Lampung Barat;149.2060232;75.88794508;129.2579574;184.206995;147.6927478;301.6562937;293.2823702;391.0921266;363.7259811;3440.999;3677.316;3881.888;4088.443;4293.421;4509.536;4741.248;4984.43667;4927.614092
7204;Kabupaten Poso;Sulawesi Tengah; ;Sulawesi;7204;Central Sulawesi;Regency;Poso;Poso;149.2407144;514.6378807;473.8170516;551.8742609;672.8121407;600.8183314;632.3823359;560.1466606;629.957862;4134.768;4450.517;4766.589;5106.206;5439.503;5744.155;6097.997;6508.591042;6255.40685
7203;Kabupaten Morowali;Sulawesi Tengah; ;Sulawesi;7203;Central Sulawesi;Regency;Morowali;Morowali;149.2562116;199.4827034;275.492783;695.3762196;1446.551165;2859.406154;3080.988942;2262.127149;2179.201924;5011.999;6203.582;6208.893;10419.752;11792.814;13363.839;15020.621;34415.83949;44372.34186
1223;Kabupaten Labuhan Batu Utara;Sumatera Utara; ;Sumatera;1223;North Sumatera;Regency;Labuhan Batu Utara;Labuhan Batu Utara;151.2885268;113.4856837;418.5384018;230.743029;433.0578084;488.3718786;960.3738841;793.3915268;929.5898855;11978.44;12729.04;13414.53;14109.37;14843.99;15602.05;16413.33;17258.58916;17305.18735
6110;Kabupaten Melawi;Kalimantan Barat;Kalimantan;Kalimantan;6110;West Kalimantan;Regency;Melawi;Melawi;152.6469382;39.10996353;125.527671;122.2109992;89.54847242;178.8490337;119.6955272;186.6529534;138.6443693;2443.89;2561.91;2683.21;2809.3;2942.75;3081.2;3246.84;3392.949723;3355.627276
